City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
cabo san lucas,22.8909,-109.9124,21.53,70,0,4.24,MX,Wed Feb 21 22:05:44 2024
dudinka,69.4058,86.1778,-16.29,93,100,11.18,RU,Wed Feb 21 22:13:56 2024
san antonio de pale,-1.4014,5.6325,28.68,79,94,2.73,GQ,Wed Feb 21 22:13:56 2024
kununurra,-15.7667,128.7333,32.99,62,40,2.57,AU,Wed Feb 21 22:13:56 2024
praia,14.9215,-23.5087,22.86,66,100,8.23,CV,Wed Feb 21 22:13:57 2024
sao jose da coroa grande,-8.8978,-35.1478,26.17,86,94,2.56,BR,Wed Feb 21 22:13:57 2024
qaqortoq,60.7167,-46.0333,-8.54,77,98,10.6,GL,Wed Feb 21 22:13:57 2024
teguise,29.0605,-13.564,14.12,82,0,3.09,ES,Wed Feb 21 22:13:57 2024
chernyshevskiy,63.0128,112.4714,-20.03,92,82,2.29,RU,Wed Feb 21 22:13:58 2024
ulsteinvik,62.3432,5.8487,7.5,85,69,4.94,NO,Wed Feb 21 22:13:58 2024
mount pearl,47.5166,-52.7813,-9.59,85,98,2.61,CA,Wed Feb 21 22:13:58 2024
barah,13.7,30.3667,20.84,17,91,4.48,SD,Wed Feb 21 22:10:30 2024
inhambane,-23.865,35.3833,23.97,76,9,1.86,MZ,Wed Feb 21 22:13:59 2024
brigantine,39.4101,-74.3646,3.34,76,20,2.57,US,Wed Feb 21 22:13:59 2024
gamba,-2.65,10.0,26.55,90,100,2.21,GA,Wed Feb 21 22:13:59 2024
vegreville,53.5001,-112.0518,-4.24,91,87,3.35,CA,Wed Feb 21 22:13:59 2024
fuglafjordur,62.244,-6.814,2.26,71,100,7.16,FO,Wed Feb 21 22:13:59 2024
weno,7.4515,151.8468,25.97,100,100,4.63,FM,Wed Feb 21 22:14:00 2024
pekan,3.4836,103.3996,29.4,64,45,3.7,MY,Wed Feb 21 22:14:00 2024
ak'ordat,15.5486,37.8867,20.28,77,11,0.57,ER,Wed Feb 21 22:14:00 2024
mount isa,-20.7333,139.5,31.87,48,40,3.09,AU,Wed Feb 21 22:14:00 2024
inari,68.906,27.0288,-1.89,97,100,2.56,FI,Wed Feb 21 22:14:00 2024
kabansk,52.0486,106.6528,-15.57,64,57,1.99,RU,Wed Feb 21 22:14:00 2024
nelson bay,-32.7167,152.15,28.03,73,85,1.79,AU,Wed Feb 21 22:14:01 2024
hilo,19.7297,-155.09,22.85,77,0,2.06,US,Wed Feb 21 22:14:01 2024
zwedru,6.0667,-8.1281,23.25,98,40,1.35,LR,Wed Feb 21 22:14:01 2024
bandarbeyla,9.4942,50.8122,26.43,78,100,6.62,SO,Wed Feb 21 22:14:01 2024
idri,27.5,13.2667,9.49,71,2,3.88,LY,Wed Feb 21 22:14:01 2024
katsuura,35.1333,140.3,6.01,89,100,10.41,JP,Wed Feb 21 22:14:02 2024
taltal,-25.4,-70.4833,19.7,82,8,0.48,CL,Wed Feb 21 22:14:02 2024
mugia,43.1041,-9.2179,15.51,92,100,14.2,ES,Wed Feb 21 22:14:02 2024
coquimbo,-29.9533,-71.3436,18.8,81,77,1.17,CL,Wed Feb 21 22:14:02 2024
margate,51.3813,1.3862,9.5,91,62,3.58,GB,Wed Feb 21 22:14:03 2024
pontes e lacerda,-15.2261,-59.3353,22.37,98,97,1.58,BR,Wed Feb 21 22:14:03 2024
salinopolis,-0.6136,-47.3561,26.1,78,99,3.7,BR,Wed Feb 21 22:12:57 2024
sinabang,2.4803,96.3801,28.87,71,96,0.97,ID,Wed Feb 21 22:14:04 2024
saint-pierre,-21.3393,55.4781,26.82,83,75,8.75,RE,Wed Feb 21 22:14:04 2024
ivdel',60.6911,60.4206,-14.99,94,100,1.79,RU,Wed Feb 21 22:14:05 2024
karratha,-20.7377,116.8463,36.98,39,96,7.7,AU,Wed Feb 21 22:14:05 2024
tarko-sale,64.9225,77.785,-15.74,95,100,6.7,RU,Wed Feb 21 22:14:05 2024
mogadishu,2.0371,45.3438,26.55,84,100,8.2,SO,Wed Feb 21 22:14:05 2024
santa eularia des riu,38.9846,1.5341,15.73,89,100,4.63,ES,Wed Feb 21 22:14:06 2024
coihueco,-36.6167,-71.8333,15.41,77,100,0.51,CL,Wed Feb 21 22:14:06 2024
queenstown,-31.8976,26.8753,15.85,86,100,1.95,ZA,Wed Feb 21 22:14:06 2024
el calafate,-50.3408,-72.2768,8.56,78,93,5.69,AR,Wed Feb 21 22:14:07 2024
callao,-12.0667,-77.15,27.07,65,0,4.63,PE,Wed Feb 21 22:14:07 2024
la trinite,14.7376,-60.9629,22.03,94,0,1.54,MQ,Wed Feb 21 22:14:07 2024
toliara,-23.35,43.6667,26.0,75,0,2.26,MG,Wed Feb 21 22:14:09 2024
khenifra,32.9333,-5.6667,12.17,43,50,0.94,MA,Wed Feb 21 22:14:09 2024
chongoyape,-6.6406,-79.3892,26.32,74,100,1.36,PE,Wed Feb 21 22:14:09 2024
egirdir,37.8746,30.8504,4.6,87,96,0.96,TR,Wed Feb 21 22:14:10 2024
isangel,-19.55,169.2667,30.06,79,75,3.09,VU,Wed Feb 21 22:14:10 2024
knin,44.0439,16.2,7.16,77,99,1.83,HR,Wed Feb 21 22:14:10 2024
psachna,38.5833,23.6333,10.4,81,79,1.0,GR,Wed Feb 21 22:14:10 2024
essaouira,31.5125,-9.77,15.72,63,2,1.54,MA,Wed Feb 21 22:14:11 2024
kempsey,-31.0833,152.8333,28.3,69,100,3.13,AU,Wed Feb 21 22:14:11 2024
belvedere,33.531,-81.9448,8.88,65,0,2.06,US,Wed Feb 21 22:10:32 2024
kourou,5.1552,-52.6478,23.03,83,59,3.44,GF,Wed Feb 21 22:14:12 2024
nikolayevka,53.1257,47.2041,-24.95,100,100,1.32,RU,Wed Feb 21 22:14:12 2024
langsa,4.4683,97.9683,32.26,58,15,1.41,ID,Wed Feb 21 22:14:12 2024
garoua boulai,5.8833,14.55,22.83,30,99,1.39,CM,Wed Feb 21 22:14:13 2024
wangaratta,-36.3667,146.3333,35.82,36,97,4.14,AU,Wed Feb 21 22:14:13 2024
lerici,44.0759,9.9112,14.32,79,100,3.26,IT,Wed Feb 21 22:14:13 2024
kuluncak,38.8828,37.6728,2.79,85,100,1.94,TR,Wed Feb 21 22:14:13 2024
gadhada,21.9667,71.5667,23.68,55,10,6.14,IN,Wed Feb 21 22:14:14 2024
yeniseysk,58.4497,92.1703,-23.2,98,100,1.76,RU,Wed Feb 21 22:14:14 2024
charleston,32.7766,-79.9309,8.9,89,75,1.54,US,Wed Feb 21 22:05:23 2024
bejar,40.3864,-5.7634,6.99,80,100,1.97,ES,Wed Feb 21 22:14:14 2024
kampong chhnang,12.1667,104.55,34.13,41,2,4.6,KH,Wed Feb 21 22:14:15 2024
westport,41.1415,-73.3579,1.99,67,100,1.54,US,Wed Feb 21 22:10:41 2024
taroudant,30.4703,-8.877,16.12,47,0,1.45,MA,Wed Feb 21 22:14:15 2024
barda,40.3744,47.1267,4.6,85,98,2.4,AZ,Wed Feb 21 22:14:15 2024
mazagao,-0.115,-51.2894,26.03,91,31,2.06,BR,Wed Feb 21 22:14:16 2024
amble,55.3333,-1.5833,7.95,93,20,8.75,GB,Wed Feb 21 22:14:16 2024
glace bay,46.1969,-59.957,-6.23,87,40,1.54,CA,Wed Feb 21 22:14:16 2024
lata,40.1629,-8.3327,12.82,94,100,1.99,PT,Wed Feb 21 22:14:16 2024
la sarre,48.8002,-79.1996,0.47,98,100,3.34,CA,Wed Feb 21 22:14:17 2024
samraong,12.4526,105.5873,34.59,35,1,2.01,KH,Wed Feb 21 22:14:17 2024
constantia,44.1833,28.65,-1.62,88,11,1.76,RO,Wed Feb 21 22:10:06 2024
arafat,21.3594,39.9664,23.5,50,1,1.15,SA,Wed Feb 21 22:14:17 2024
qala i naw,34.9874,63.1289,2.96,59,0,0.83,AF,Wed Feb 21 22:14:17 2024
carlow,52.8408,-6.9261,6.1,90,79,4.17,IE,Wed Feb 21 22:14:18 2024
uturoa,-16.7333,-151.4333,28.47,78,80,4.83,PF,Wed Feb 21 22:14:22 2024
alice springs,-23.7,133.8833,39.75,11,6,3.6,AU,Wed Feb 21 22:14:23 2024
ciudad melchor muzquiz,27.8833,-101.5167,21.32,54,0,2.01,MX,Wed Feb 21 22:14:23 2024
luau,-10.7073,22.2247,19.28,92,85,0.27,AO,Wed Feb 21 22:14:23 2024
sumoto,34.35,134.9,10.02,81,95,0.45,JP,Wed Feb 21 22:14:23 2024
kayanza,-3.0667,29.6667,14.77,92,96,0.13,BI,Wed Feb 21 22:14:24 2024
talara,-4.5772,-81.2719,25.45,84,97,1.78,PE,Wed Feb 21 22:14:24 2024
haimen,23.1935,116.6142,20.62,84,27,9.3,CN,Wed Feb 21 22:14:24 2024
urangan,-25.3,152.9,27.9,65,70,3.64,AU,Wed Feb 21 22:14:24 2024
viveiro,43.6623,-7.5934,16.72,77,91,11.57,ES,Wed Feb 21 22:14:25 2024
itapirapua,-15.8233,-50.6133,21.9,98,95,2.38,BR,Wed Feb 21 22:14:25 2024
zhanaozen,43.3,52.8,-3.98,81,35,3.78,KZ,Wed Feb 21 22:14:26 2024
nizao,18.25,-70.2,21.37,84,97,4.7,DO,Wed Feb 21 22:14:26 2024
makary,12.5717,14.4666,24.13,42,98,4.29,CM,Wed Feb 21 22:14:26 2024
baharly,38.4362,57.4316,3.97,62,10,0.57,TM,Wed Feb 21 22:14:26 2024
melo,-32.3667,-54.1833,17.48,95,7,2.54,UY,Wed Feb 21 22:14:27 2024
hammerfest,70.6634,23.6821,-0.75,93,100,2.06,NO,Wed Feb 21 22:14:27 2024
cadale,2.7603,46.3222,26.63,84,99,7.79,SO,Wed Feb 21 22:14:27 2024
ketchikan,55.3422,-131.6461,3.99,93,0,2.57,US,Wed Feb 21 22:14:27 2024
okha,53.5739,142.9478,-21.63,75,56,6.7,RU,Wed Feb 21 22:14:28 2024
usinsk,65.9939,57.5281,-15.52,97,100,3.58,RU,Wed Feb 21 22:14:28 2024
kuanda,56.3161,116.0806,-20.78,90,42,0.78,RU,Wed Feb 21 22:14:28 2024
tofol,5.3248,163.0078,28.19,83,84,8.63,FM,Wed Feb 21 22:14:29 2024
ebon,4.582,168.6964,28.43,83,54,9.16,MH,Wed Feb 21 22:14:29 2024
mirny,62.5353,113.9611,-17.65,70,9,3.13,RU,Wed Feb 21 22:11:10 2024
wuyang,31.9925,116.2472,-4.89,96,100,3.07,CN,Wed Feb 21 22:14:29 2024
la mojonera,37.2923,-2.4373,11.21,34,97,3.34,ES,Wed Feb 21 22:14:30 2024
igrim,63.1906,64.4162,-16.54,96,88,2.51,RU,Wed Feb 21 22:14:30 2024
nema,57.5067,50.5011,-21.08,100,100,2.47,RU,Wed Feb 21 22:14:30 2024
robore,-18.3333,-59.75,23.49,87,54,2.68,BO,Wed Feb 21 22:14:30 2024
palikir - national government center,6.9248,158.1611,29.41,74,100,5.14,FM,Wed Feb 21 22:14:30 2024
gusinoozyorsk,51.2833,106.5,-26.35,90,99,1.29,RU,Wed Feb 21 22:14:31 2024
colchani,-20.3,-66.9333,9.56,57,81,5.01,BO,Wed Feb 21 22:14:31 2024
neman,55.0311,22.0264,3.6,96,100,2.06,RU,Wed Feb 21 22:14:31 2024
yadrin,55.9405,46.2062,-19.95,100,98,2.5,RU,Wed Feb 21 22:14:32 2024
la'ie,21.6477,-157.9253,23.12,74,33,2.24,US,Wed Feb 21 22:14:32 2024
ilebo,-4.3167,20.5833,22.58,98,100,0.83,CD,Wed Feb 21 22:14:32 2024
dwarka,22.2394,68.9678,23.71,62,0,5.44,IN,Wed Feb 21 22:14:33 2024
cidreira,-30.1811,-50.2056,22.74,90,16,3.28,BR,Wed Feb 21 22:14:33 2024
labytnangi,66.6572,66.4183,-13.59,91,100,3.41,RU,Wed Feb 21 22:14:33 2024
magadi,12.9667,77.2333,29.1,34,95,2.97,IN,Wed Feb 21 22:14:33 2024
dazhou,31.2159,107.5009,2.84,100,100,1.63,CN,Wed Feb 21 22:14:33 2024
kamaishi,39.2667,141.8833,1.22,74,100,0.57,JP,Wed Feb 21 22:14:05 2024
port-cartier,50.0334,-66.8654,-8.88,95,98,1.32,CA,Wed Feb 21 22:14:34 2024
inirida,3.8653,-67.9239,25.41,63,100,1.07,CO,Wed Feb 21 22:14:34 2024
carnarvon,-24.8667,113.6333,27.89,58,35,9.21,AU,Wed Feb 21 22:14:35 2024
medvedevo,56.6339,47.804,-18.49,100,100,2.46,RU,Wed Feb 21 22:14:35 2024
manta,-0.95,-80.7333,24.88,94,40,4.47,EC,Wed Feb 21 22:14:35 2024
gwadar,25.1216,62.3254,21.03,33,0,8.09,PK,Wed Feb 21 22:14:35 2024
port saint john's,-31.6229,29.5448,21.4,93,100,4.81,ZA,Wed Feb 21 22:14:35 2024
vilyuysk,63.7553,121.6247,-22.78,92,6,2.68,RU,Wed Feb 21 22:14:36 2024
arai,37.0167,138.25,5.51,95,100,1.88,JP,Wed Feb 21 22:14:36 2024
maxixe,-23.8597,35.3472,23.22,79,7,1.41,MZ,Wed Feb 21 22:14:36 2024
remire-montjoly,4.9167,-52.2667,23.02,94,40,1.03,GF,Wed Feb 21 22:14:36 2024
seminole,28.7086,-81.2081,11.32,82,0,2.57,US,Wed Feb 21 22:14:36 2024
saint-philippe,-21.3585,55.7679,26.77,86,100,6.73,RE,Wed Feb 21 22:14:37 2024
port douglas,-16.4833,145.4667,27.59,81,71,3.87,AU,Wed Feb 21 22:14:37 2024
kuching,1.55,110.3333,31.13,87,40,1.54,MY,Wed Feb 21 22:14:37 2024
rajin,42.2489,130.3003,-3.15,22,5,4.64,KP,Wed Feb 21 22:14:37 2024
ouarzazat,30.9189,-6.8934,13.16,21,0,1.54,MA,Wed Feb 21 22:14:38 2024
caleta olivia,-46.4393,-67.5281,19.21,42,100,7.95,AR,Wed Feb 21 22:14:38 2024
yelizovo,53.1873,158.3805,-9.92,39,75,9.0,RU,Wed Feb 21 22:14:38 2024
nuku'alofa,-21.1333,-175.2,27.19,89,100,6.17,TO,Wed Feb 21 22:14:38 2024
edson,53.5835,-116.4356,-2.92,74,0,2.06,CA,Wed Feb 21 22:14:38 2024
al lagowa,11.4,29.1333,25.73,15,100,5.75,SD,Wed Feb 21 22:14:39 2024
ust'-ilimsk,58.0006,102.6619,-16.42,85,14,0.45,RU,Wed Feb 21 22:14:39 2024
horta,38.5333,-28.6333,15.01,76,73,6.26,PT,Wed Feb 21 22:14:39 2024
griffith,41.5284,-87.4237,12.81,84,100,0.0,US,Wed Feb 21 22:14:39 2024
santa cruz,-17.8,-63.1667,23.7,88,75,6.17,BO,Wed Feb 21 22:10:40 2024
liminka,64.8099,25.4155,-0.46,93,100,2.57,FI,Wed Feb 21 22:14:40 2024
sault ste. marie,46.5168,-84.3333,2.16,93,100,2.06,CA,Wed Feb 21 22:11:48 2024
knivsta,59.7256,17.7875,1.94,100,100,3.6,SE,Wed Feb 21 22:14:43 2024
nadym,65.5333,72.5167,-16.21,96,99,5.25,RU,Wed Feb 21 22:14:43 2024
prado,-17.3411,-39.2208,24.55,94,100,4.32,BR,Wed Feb 21 22:14:44 2024
kaohsiung,22.6163,120.3133,28.97,65,20,4.63,TW,Wed Feb 21 22:11:03 2024
inarajan village,13.2736,144.7484,29.54,85,87,9.49,GU,Wed Feb 21 22:14:44 2024
jining,35.405,116.5814,-1.27,55,59,4.91,CN,Wed Feb 21 22:14:44 2024
kingston,17.997,-76.7936,24.53,61,20,6.17,JM,Wed Feb 21 22:14:44 2024
el porvenir,13.7617,-87.3458,20.63,69,1,3.61,HN,Wed Feb 21 22:14:44 2024
khandyga,62.6667,135.6,-34.75,89,79,0.31,RU,Wed Feb 21 22:14:45 2024
ma'rib,15.4591,45.3253,19.47,42,75,3.48,YE,Wed Feb 21 22:14:45 2024
fortuna,40.5982,-124.1573,11.19,91,74,1.34,US,Wed Feb 21 22:13:05 2024
cole harbour,44.6724,-63.4751,-2.38,85,100,1.67,CA,Wed Feb 21 22:10:50 2024
hobyo,5.3505,48.5268,26.82,83,100,7.52,SO,Wed Feb 21 22:14:46 2024
severo-yeniseyskiy,60.3725,93.0408,-17.46,88,100,0.89,RU,Wed Feb 21 22:14:46 2024
charneca de caparica,38.6206,-9.1915,15.8,76,20,2.57,PT,Wed Feb 21 22:14:47 2024
dryden,49.7833,-92.7503,-3.84,63,100,1.03,CA,Wed Feb 21 22:14:47 2024
las lomitas,-24.7096,-60.593,26.99,51,100,2.71,AR,Wed Feb 21 22:14:47 2024
teknaf,20.8624,92.3058,26.14,68,95,3.17,BD,Wed Feb 21 22:14:47 2024
kuta,-8.7233,115.1723,31.97,70,40,5.81,ID,Wed Feb 21 22:14:48 2024
as sulayyil,20.4607,45.5779,16.14,36,0,4.84,SA,Wed Feb 21 22:14:48 2024
berehomet,48.1788,25.3486,1.35,79,27,2.0,UA,Wed Feb 21 22:14:48 2024
al jawf,29.5,38.75,11.67,55,0,5.47,SA,Wed Feb 21 22:14:48 2024
kavaratti,10.5669,72.642,28.14,69,39,6.49,IN,Wed Feb 21 22:14:49 2024
san mariano,7.5,126.0,25.4,93,86,3.15,PH,Wed Feb 21 22:14:49 2024
lompoc,34.6391,-120.4579,12.08,87,0,6.71,US,Wed Feb 21 22:14:49 2024
kodiak,57.79,-152.4072,3.73,87,100,1.54,US,Wed Feb 21 22:14:49 2024
fisterra,42.9049,-9.2629,15.42,92,100,13.86,ES,Wed Feb 21 22:14:50 2024
chyhyryn,49.0838,32.6555,2.47,92,100,3.5,UA,Wed Feb 21 22:14:50 2024
tshikapa,-6.4167,20.8,22.14,97,100,0.2,CD,Wed Feb 21 22:14:51 2024
kayabaglar,37.9825,41.6653,4.29,100,75,0.51,TR,Wed Feb 21 22:14:51 2024
gevrai,19.2667,75.75,23.8,47,54,4.99,IN,Wed Feb 21 22:14:51 2024
moree,-29.4667,149.85,32.95,36,86,2.9,AU,Wed Feb 21 22:14:51 2024
aiken,33.5835,-81.5998,9.16,72,0,0.0,US,Wed Feb 21 22:14:44 2024
chu,43.5983,73.7614,-4.47,72,86,0.8,KZ,Wed Feb 21 22:14:52 2024
kharp,66.8014,65.8081,-14.41,93,100,2.51,RU,Wed Feb 21 22:14:52 2024
puerto deseado,-47.7503,-65.8938,18.31,61,100,10.11,AR,Wed Feb 21 22:11:30 2024
francistown,-21.17,27.5079,21.46,45,0,2.88,BW,Wed Feb 21 22:14:53 2024
braganca paulista,-22.94,-46.5556,17.94,98,34,1.59,BR,Wed Feb 21 22:14:53 2024
qalat,32.1058,66.9083,3.03,38,0,3.54,AF,Wed Feb 21 22:14:53 2024
quellon,-43.1167,-73.6167,10.32,92,98,3.18,CL,Wed Feb 21 22:14:53 2024
makurazaki,31.2667,130.3167,15.65,87,100,6.29,JP,Wed Feb 21 22:14:54 2024
saint-hyacinthe,45.6168,-72.9491,2.48,61,92,5.27,CA,Wed Feb 21 22:14:54 2024
ladovskaya balka,45.6297,41.4023,1.79,90,100,1.79,RU,Wed Feb 21 22:14:54 2024
corner brook,48.9667,-57.9484,-16.91,99,41,1.78,CA,Wed Feb 21 22:14:54 2024
susuman,62.7833,148.1667,-25.01,91,98,1.79,RU,Wed Feb 21 22:14:55 2024
mhamid,29.82,-5.72,13.64,21,30,1.37,MA,Wed Feb 21 22:14:55 2024
ebaye,8.7748,167.7392,29.01,79,100,8.23,MH,Wed Feb 21 22:14:55 2024
ha tien,10.3833,104.4833,29.48,56,4,4.02,VN,Wed Feb 21 22:14:55 2024
llanes,43.4198,-4.7549,14.62,62,100,3.13,ES,Wed Feb 21 22:14:55 2024
polyarnyy,69.1989,33.4478,-4.17,95,100,4.45,RU,Wed Feb 21 22:14:56 2024
chernyakhovsk,54.6335,21.8156,4.01,93,100,2.05,RU,Wed Feb 21 22:14:56 2024
holbrook,40.8123,-73.0784,2.04,74,100,2.57,US,Wed Feb 21 22:14:56 2024
pandan,14.0453,124.1694,28.48,72,29,5.01,PH,Wed Feb 21 22:14:56 2024
qarauyl,48.9451,79.255,-23.18,70,0,2.74,KZ,Wed Feb 21 22:14:57 2024
conde,-7.2597,-34.9075,25.7,94,40,1.54,BR,Wed Feb 21 22:14:57 2024
richards bay,-28.783,32.0377,23.48,82,100,3.42,ZA,Wed Feb 21 22:14:57 2024
hasaki,35.7333,140.8333,6.27,86,100,10.43,JP,Wed Feb 21 22:14:57 2024
lae,-6.7221,146.9847,27.19,79,100,3.75,PG,Wed Feb 21 22:14:57 2024
makueni boma,-1.8041,37.6203,19.07,86,100,1.98,KE,Wed Feb 21 22:14:57 2024
oyama,36.3,139.8,4.26,92,100,2.14,JP,Wed Feb 21 22:14:58 2024
manokwari,-0.8667,134.0833,27.51,81,68,3.61,ID,Wed Feb 21 22:14:58 2024
yakeshi,49.2833,120.7333,-19.78,90,88,2.65,CN,Wed Feb 21 22:14:58 2024
warwick,41.7001,-71.4162,-1.17,80,20,0.45,US,Wed Feb 21 22:14:59 2024
gaalkacyo,6.7697,47.4308,23.73,81,100,5.15,SO,Wed Feb 21 22:14:59 2024
zambezi,-13.5432,23.1047,17.37,64,8,1.87,ZM,Wed Feb 21 22:14:59 2024
ayancik,41.9447,34.5861,6.01,86,100,2.72,TR,Wed Feb 21 22:14:59 2024
todos santos,23.45,-110.2167,19.61,82,0,2.44,MX,Wed Feb 21 22:15:00 2024
new norfolk,-42.7826,147.0587,34.28,23,64,6.38,AU,Wed Feb 21 22:15:00 2024
ugoofaaru,5.6667,73.0,28.06,73,76,3.07,MV,Wed Feb 21 22:15:00 2024
enewetak,11.3474,162.3373,26.51,85,98,11.49,MH,Wed Feb 21 22:15:00 2024
viedma,-40.8135,-62.9967,23.6,66,2,1.96,AR,Wed Feb 21 22:15:00 2024
ewo,-0.8725,14.8206,26.07,76,98,0.82,CG,Wed Feb 21 22:15:01 2024
yatou,37.15,122.3833,-0.58,79,100,7.72,CN,Wed Feb 21 22:15:01 2024
la romana,18.4273,-68.9728,21.75,84,29,5.18,DO,Wed Feb 21 22:15:02 2024
nadi,-17.8,177.4167,30.0,79,75,2.57,FJ,Wed Feb 21 22:11:06 2024
ambovombe,-25.1667,46.0833,24.29,77,8,1.55,MG,Wed Feb 21 22:15:03 2024
tindouf,27.6711,-8.1474,11.25,28,0,2.57,DZ,Wed Feb 21 22:15:03 2024
san luis,-33.295,-66.3356,24.92,54,100,5.46,AR,Wed Feb 21 22:15:04 2024
selfoss,63.9331,-20.9971,0.58,91,99,3.27,IS,Wed Feb 21 22:15:04 2024
gemena,3.25,19.7667,23.36,65,100,0.92,CD,Wed Feb 21 22:15:05 2024
kot mumin,32.1895,73.028,16.21,29,2,1.9,PK,Wed Feb 21 22:15:05 2024
robit,12.0167,39.6333,17.89,78,100,1.28,ET,Wed Feb 21 22:15:06 2024
villa regina,-39.1,-67.0667,25.55,15,77,0.89,AR,Wed Feb 21 22:15:06 2024
boali,4.8005,18.1275,23.97,47,96,0.4,CF,Wed Feb 21 22:15:07 2024
astaneh-ye ashrafiyeh,37.2596,49.9444,8.96,78,79,1.02,IR,Wed Feb 21 22:15:07 2024
yahyali,38.1023,35.357,3.41,86,100,1.55,TR,Wed Feb 21 22:15:07 2024
tucuma,-0.1833,-50.05,24.08,87,35,2.32,BR,Wed Feb 21 22:15:08 2024
sisimiut,66.9395,-53.6735,-13.91,94,100,3.94,GL,Wed Feb 21 22:15:08 2024
saint-francois,46.4154,3.9054,10.79,88,100,4.12,FR,Wed Feb 21 22:15:08 2024
northam,51.0333,-4.2167,13.14,95,91,10.16,GB,Wed Feb 21 22:15:09 2024
itoman,26.1247,127.6694,27.43,74,20,6.17,JP,Wed Feb 21 22:15:09 2024
andergrove,-21.0833,149.1833,27.35,73,99,1.85,AU,Wed Feb 21 22:15:09 2024
coxen hole,16.3244,-86.5366,22.42,82,0,2.06,HN,Wed Feb 21 22:10:37 2024
havre,49.5833,0.3333,10.67,100,100,3.6,FR,Wed Feb 21 22:15:10 2024
vorkuta,67.5,64.0,-12.93,95,100,6.75,RU,Wed Feb 21 22:15:11 2024
laguna,38.421,-121.4238,12.76,79,0,1.54,US,Wed Feb 21 22:10:43 2024
greymouth,-42.4667,171.2,16.54,65,100,2.69,NZ,Wed Feb 21 22:15:11 2024
trincomalee,8.5711,81.2335,26.24,77,10,2.21,LK,Wed Feb 21 22:15:11 2024
tilcara,-23.5776,-65.3509,9.68,89,100,0.94,AR,Wed Feb 21 22:15:12 2024
labasa,-16.4167,179.3833,28.11,85,100,0.91,FJ,Wed Feb 21 22:15:12 2024
vandalia,39.8906,-84.1988,13.11,53,100,4.42,US,Wed Feb 21 22:14:40 2024
'ain abid,36.2319,6.9433,1.93,90,20,1.85,DZ,Wed Feb 21 22:15:12 2024
ad dilam,23.9915,47.1627,13.23,42,8,2.35,SA,Wed Feb 21 22:15:12 2024
alto araguaia,-17.3147,-53.2153,20.61,85,15,1.26,BR,Wed Feb 21 22:15:13 2024
kanniyakumari,8.0833,77.5667,28.22,68,37,1.19,IN,Wed Feb 21 22:15:13 2024
kattivakkam,13.2167,80.3167,29.05,64,48,4.59,IN,Wed Feb 21 22:15:13 2024
isetskoye,56.4858,65.3226,-27.12,92,99,2.12,RU,Wed Feb 21 22:15:13 2024
amparafaravola,-17.5833,48.2167,20.44,91,100,0.44,MG,Wed Feb 21 22:15:14 2024
novovoronezh,51.3072,39.2173,-4.51,96,100,5.73,RU,Wed Feb 21 22:15:14 2024
byron bay,-28.65,153.6167,32.62,66,52,3.17,AU,Wed Feb 21 22:15:14 2024
harper,4.375,-7.7169,27.17,85,90,3.75,LR,Wed Feb 21 22:15:14 2024
morehead city,34.7229,-76.726,6.66,87,0,2.68,US,Wed Feb 21 22:13:10 2024
uray,60.1247,64.7758,-16.74,95,98,3.58,RU,Wed Feb 21 22:15:15 2024
bathurst,-33.4166,149.5806,32.76,36,5,1.79,AU,Wed Feb 21 22:13:43 2024
oamaru,-45.0784,170.9801,17.99,71,89,4.02,NZ,Wed Feb 21 22:15:15 2024
fiambala,-27.6871,-67.6149,23.08,57,68,0.95,AR,Wed Feb 21 22:15:16 2024
beloyarskiy,63.7119,66.6722,-14.44,97,98,2.24,RU,Wed Feb 21 22:15:16 2024
trzacka rastela,44.9733,15.7903,5.61,79,99,2.42,BA,Wed Feb 21 22:15:17 2024
makhambet,47.6667,51.5833,-8.89,49,55,3.24,KZ,Wed Feb 21 22:15:17 2024
hirara,24.8,125.2833,25.92,78,40,5.66,JP,Wed Feb 21 22:15:17 2024
recani,31.2846,-4.2688,12.22,22,13,1.48,MA,Wed Feb 21 22:15:17 2024
nahiyat ash shinafiyah,31.5874,44.6602,12.81,58,0,1.94,IQ,Wed Feb 21 22:15:18 2024
luderitz,-26.6481,15.1594,16.7,76,0,7.97,NA,Wed Feb 21 22:15:18 2024
monki,53.405,22.7979,5.38,93,100,3.94,PL,Wed Feb 21 22:15:18 2024
xinyuan,37.3,99.0,-6.13,58,98,1.1,CN,Wed Feb 21 22:15:18 2024
bogande,12.9714,-0.1436,22.36,12,65,4.31,BF,Wed Feb 21 22:15:19 2024
laguna paiva,-31.3039,-60.6589,26.1,80,69,2.92,AR,Wed Feb 21 22:15:19 2024
surgana,20.5667,73.6167,21.98,53,92,2.47,IN,Wed Feb 21 22:15:20 2024
north bend,43.4065,-124.2243,9.36,100,100,2.57,US,Wed Feb 21 22:11:15 2024
mount gambier,-37.8333,140.7667,27.13,42,0,5.95,AU,Wed Feb 21 22:15:20 2024
ouadda,8.0777,22.4007,23.45,17,100,2.66,CF,Wed Feb 21 22:15:20 2024
zhangye,38.9342,100.4517,-8.31,61,100,1.85,CN,Wed Feb 21 22:15:20 2024
